train_dhns_rotate.py:857: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_img_emb = torch.load(visual_path)
train_dhns_rotate.py:858: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_text_emb = torch.load(textual_path)
Experiment config | model=AdvMixRotatE | dataset=DB15K | seed=2 | ns_strategy=dhns | train_sampling_mode=cross | bern_flag=0 | dhns_use_bernoulli_normal_sampling=False | bernoulli_use_cross_sampling=False | text_mode=legacy | use_missing_mask=False | use_text_loss_gating=False | use_text_sampling_gating=False | use_soft_missing_text=False | use_side_aware_missing_text=False | use_soft_missing_image=False | use_prototype_missing_text=False | use_structure_conditioned_missing_text=False | use_soft_token_text_generator_alignment=False | use_missing_aware_fusion=False | missing_text_attention_scale=1.0 | use_missingness_relation_expert=False | expert_hidden_dim=128 | expert_num=2 | use_branch_local_relation_gate=False | branch_gate_hidden_dim=64 | debug_fusion_sanity=False | use_learnable_missing_text_gate=False | use_oracle_restore_injected_text=False | test_only=False | use_missing_aware_joint_scoring=False | use_masked_fixed_denominator_joint_scoring=False | use_availability_router=False | availability_router_mode=query_masked_softmax | availability_router_eps=1e-06 | use_missing_aware_conditioning=False | use_missing_aware_film_conditioning=False | use_learned_reliability_conditioning=False | debug_joint_scoring_sanity=False | debug_missing_aware_joint_scoring=False | debug_missing_aware_joint_scoring_batches=3 | debug_reliability=False | debug_reliability_batches=3 | inject_text_missing_rate=0.0 | simulate_native_text_missing_rate=0.3 | inject_image_missing_rate=0.0 | use_missing_text_aux_loss=False | missing_text_aux_weight=0.1 | pseudo_missing_prob=0.0 | missing_sample_weight=1.0 | use_entity_specific_missing_text=False | use_retrieval_missing_text=False | retrieval_topk=5 | retrieval_pool_size=512 | retrieval_source=entity_embedding_knn | retrieval_mix_weight=1.0 | use_retrieval_confidence_calibration=False | retrieval_confidence_type=mean_topk_similarity | retrieval_confidence_min=0.1 | retrieval_confidence_max=1.0 | use_cross_modal_text_imputer=False | text_imputer_hidden_dim=256 | text_imputer_residual_weight=0.05 | text_imputer_rec_weight=0.01 | text_imputer_nce_weight=0.01 | text_imputer_temperature=0.07 | use_confidence_gated_retrieval=False | retrieval_gate_type=similarity_based | retrieval_gate_min=0.0 | retrieval_gate_max=1.0 | use_relation_aware_retrieval=False | min_relation_pool_size=32 | relation_retrieval_fallback=global_text_pool | entity_specific_missing_text_recon_weight=0.0 | use_missing_text_consistency=False | consistency_prob=0.1 | consistency_lambda=0.05 | use_missing_text_token_scale=False
Simulated native text missingness summary:
  requested_native_missing_rate: 30.0000%
  applied_native_missing_rate: 30.0031%
  available_text_before_simulation: 12842
  simulated_native_missing_text_entities: 3853
Embedding missingness summary:
  num_entities: 12842
  missing_text_count: 3853 (30.0031%)
  missing_image_count: 0 (0.0000%)
Resolved training hyperparameters | rotate_dim=512 | rotate_margin=6.000000 | rotate_epsilon=2.000000 | train_times=400 | batch_size=2000 | num_batches=39 | neg_ent=64 | alpha=0.00200000 | lrg=0.00200000 | mu=0.010000 | g_epoch=10
Resolved text configuration | text_mode=legacy | active_modalities=structural,visual,text | modality_count=3
Finish initializing...

  0%|          | 0/400 [00:00<?, ?it/s]
Epoch 0 | KGC loss: 409.065457, DiffHEG loss 255.085032:   0%|          | 0/400 [00:38<?, ?it/s]
Epoch 0 | KGC loss: 409.065457, DiffHEG loss 255.085032:   0%|          | 1/400 [00:38<4:13:09, 38.07s/it]
Epoch 1 | KGC loss: 30.716665, DiffHEG loss 187.182107:   0%|          | 1/400 [01:16<4:13:09, 38.07s/it] 
Epoch 1 | KGC loss: 30.716665, DiffHEG loss 187.182107:   0%|          | 2/400 [01:16<4:12:47, 38.11s/it]
Epoch 2 | KGC loss: 20.275582, DiffHEG loss 186.763985:   0%|          | 2/400 [01:54<4:12:47, 38.11s/it]
Epoch 2 | KGC loss: 20.275582, DiffHEG loss 186.763985:   1%|          | 3/400 [01:54<4:12:29, 38.16s/it]
Epoch 3 | KGC loss: 16.578910, DiffHEG loss 186.777845:   1%|          | 3/400 [02:32<4:12:29, 38.16s/it]
Epoch 3 | KGC loss: 16.578910, DiffHEG loss 186.777845:   1%|          | 4/400 [02:32<4:11:57, 38.18s/it]
Epoch 4 | KGC loss: 14.705273, DiffHEG loss 186.791596:   1%|          | 4/400 [03:10<4:11:57, 38.18s/it]
Epoch 4 | KGC loss: 14.705273, DiffHEG loss 186.791596:   1%|▏         | 5/400 [03:10<4:11:23, 38.19s/it]
Epoch 5 | KGC loss: 13.951527, DiffHEG loss 186.801954:   1%|▏         | 5/400 [03:49<4:11:23, 38.19s/it]
Epoch 5 | KGC loss: 13.951527, DiffHEG loss 186.801954:   2%|▏         | 6/400 [03:49<4:10:48, 38.20s/it]
Epoch 6 | KGC loss: 13.322600, DiffHEG loss 186.823116:   2%|▏         | 6/400 [04:27<4:10:48, 38.20s/it]
Epoch 6 | KGC loss: 13.322600, DiffHEG loss 186.823116:   2%|▏         | 7/400 [04:27<4:10:12, 38.20s/it]
Epoch 66 | KGC loss: 13.012613, DiffHEG loss 186.711979:  17%|█▋        | 67/400 [42:35<3:31:15, 38.07s/it]
Epoch 67 | KGC loss: 13.069010, DiffHEG loss 186.704113:  17%|█▋        | 67/400 [43:13<3:31:15, 38.07s/it]
Epoch 67 | KGC loss: 13.069010, DiffHEG loss 186.704113:  17%|█▋        | 68/400 [43:13<3:30:25, 38.03s/it]
Epoch 68 | KGC loss: 12.973935, DiffHEG loss 186.703199:  17%|█▋        | 68/400 [43:51<3:30:25, 38.03s/it]
Epoch 68 | KGC loss: 12.973935, DiffHEG loss 186.703199:  17%|█▋        | 69/400 [43:51<3:29:49, 38.03s/it]
Epoch 69 | KGC loss: 12.965412, DiffHEG loss 186.701316:  17%|█▋        | 69/400 [44:29<3:29:49, 38.03s/it]
Epoch 69 | KGC loss: 12.965412, DiffHEG loss 186.701316:  18%|█▊        | 70/400 [44:29<3:29:04, 38.01s/it]
Epoch 70 | KGC loss: 12.896224, DiffHEG loss 186.700631:  18%|█▊        | 70/400 [45:07<3:29:04, 38.01s/it]
Epoch 70 | KGC loss: 12.896224, DiffHEG loss 186.700631:  18%|█▊        | 71/400 [45:07<3:28:21, 38.00s/it]
Epoch 71 | KGC loss: 12.941462, DiffHEG loss 186.704549:  18%|█▊        | 71/400 [45:45<3:28:21, 38.00s/it]
Epoch 71 | KGC loss: 12.941462, DiffHEG loss 186.704549:  18%|█▊        | 72/400 [45:45<3:27:45, 38.01s/it]
Epoch 72 | KGC loss: 12.837247, DiffHEG loss 186.708063:  18%|█▊        | 72/400 [46:23<3:27:45, 38.01s/it]
Epoch 72 | KGC loss: 12.837247, DiffHEG loss 186.708063:  18%|█▊        | 73/400 [46:23<3:27:13, 38.02s/it]
Epoch 73 | KGC loss: 12.947013, DiffHEG loss 186.684870:  18%|█▊        | 73/400 [47:01<3:27:13, 38.02s/it]
Epoch 73 | KGC loss: 12.947013, DiffHEG loss 186.684870:  18%|█▊        | 74/400 [47:01<3:26:40, 38.04s/it]
Epoch 74 | KGC loss: 12.876085, DiffHEG loss 186.701165:  18%|█▊        | 74/400 [47:39<3:26:40, 38.04s/it]
Epoch 74 | KGC loss: 12.876085, DiffHEG loss 186.701165:  19%|█▉        | 75/400 [47:39<3:25:55, 38.02s/it]
Epoch 75 | KGC loss: 12.855223, DiffHEG loss 186.716385:  19%|█▉        | 75/400 [48:17<3:25:55, 38.02s/it]
Epoch 75 | KGC loss: 12.855223, DiffHEG loss 186.716385:  19%|█▉        | 76/400 [48:17<3:25:15, 38.01s/it]
Epoch 76 | KGC loss: 12.781366, DiffHEG loss 186.701807:  19%|█▉        | 76/400 [48:55<3:25:15, 38.01s/it]
Epoch 76 | KGC loss: 12.781366, DiffHEG loss 186.701807:  19%|█▉        | 77/400 [48:55<3:24:32, 37.99s/it]
Epoch 77 | KGC loss: 12.799650, DiffHEG loss 186.700727:  19%|█▉        | 77/400 [49:33<3:24:32, 37.99s/it]
Epoch 77 | KGC loss: 12.799650, DiffHEG loss 186.700727:  20%|█▉        | 78/400 [49:33<3:24:00, 38.02s/it]
Epoch 78 | KGC loss: 12.710452, DiffHEG loss 186.701149:  20%|█▉        | 78/400 [50:11<3:24:00, 38.02s/it]
Epoch 78 | KGC loss: 12.710452, DiffHEG loss 186.701149:  20%|█▉        | 79/400 [50:11<3:23:14, 37.99s/it]
Epoch 79 | KGC loss: 12.769139, DiffHEG loss 186.687969:  20%|█▉        | 79/400 [50:49<3:23:14, 37.99s/it]
Epoch 79 | KGC loss: 12.769139, DiffHEG loss 186.687969:  20%|██        | 80/400 [50:49<3:22:40, 38.00s/it]
Epoch 80 | KGC loss: 12.666631, DiffHEG loss 186.706046:  20%|██        | 80/400 [51:27<3:22:40, 38.00s/it]
Epoch 80 | KGC loss: 12.666631, DiffHEG loss 186.706046:  20%|██        | 81/400 [51:27<3:22:06, 38.01s/it]
Epoch 81 | KGC loss: 12.630919, DiffHEG loss 186.705360:  20%|██        | 81/400 [52:05<3:22:06, 38.01s/it]
Epoch 81 | KGC loss: 12.630919, DiffHEG loss 186.705360:  20%|██        | 82/400 [52:05<3:21:26, 38.01s/it]
Epoch 82 | KGC loss: 12.671815, DiffHEG loss 186.702854:  20%|██        | 82/400 [52:43<3:21:26, 38.01s/it]
Epoch 82 | KGC loss: 12.671815, DiffHEG loss 186.702854:  21%|██        | 83/400 [52:43<3:20:47, 38.01s/it]
Epoch 83 | KGC loss: 12.606976, DiffHEG loss 186.714672:  21%|██        | 83/400 [53:21<3:20:47, 38.01s/it]
Epoch 83 | KGC loss: 12.606976, DiffHEG loss 186.714672:  21%|██        | 84/400 [53:21<3:20:09, 38.00s/it]
Epoch 84 | KGC loss: 12.523756, DiffHEG loss 186.698069:  21%|██        | 84/400 [53:59<3:20:09, 38.00s/it]
Epoch 84 | KGC loss: 12.523756, DiffHEG loss 186.698069:  21%|██▏       | 85/400 [53:59<3:19:37, 38.02s/it]
Epoch 85 | KGC loss: 12.619063, DiffHEG loss 186.703091:  21%|██▏       | 85/400 [54:37<3:19:37, 38.02s/it]
Epoch 85 | KGC loss: 12.619063, DiffHEG loss 186.703091:  22%|██▏       | 86/400 [54:37<3:19:03, 38.04s/it]
Epoch 86 | KGC loss: 12.504564, DiffHEG loss 186.713485:  22%|██▏       | 86/400 [55:15<3:19:03, 38.04s/it]
Epoch 86 | KGC loss: 12.504564, DiffHEG loss 186.713485:  22%|██▏       | 87/400 [55:15<3:18:27, 38.04s/it]
Epoch 87 | KGC loss: 12.599955, DiffHEG loss 186.696828:  22%|██▏       | 87/400 [55:53<3:18:27, 38.04s/it]
Epoch 87 | KGC loss: 12.599955, DiffHEG loss 186.696828:  22%|██▏       | 88/400 [55:53<3:17:42, 38.02s/it]
Epoch 88 | KGC loss: 12.509608, DiffHEG loss 186.686009:  22%|██▏       | 88/400 [56:31<3:17:42, 38.02s/it]
Epoch 88 | KGC loss: 12.509608, DiffHEG loss 186.686009:  22%|██▏       | 89/400 [56:31<3:17:06, 38.03s/it]
Epoch 89 | KGC loss: 12.588179, DiffHEG loss 186.698304:  22%|██▏       | 89/400 [57:09<3:17:06, 38.03s/it]
Epoch 89 | KGC loss: 12.588179, DiffHEG loss 186.698304:  22%|██▎       | 90/400 [57:09<3:16:32, 38.04s/it]
Epoch 90 | KGC loss: 12.492860, DiffHEG loss 186.696863:  22%|██▎       | 90/400 [57:47<3:16:32, 38.04s/it]
Epoch 90 | KGC loss: 12.492860, DiffHEG loss 186.696863:  23%|██▎       | 91/400 [57:47<3:15:56, 38.05s/it]
Epoch 91 | KGC loss: 12.605472, DiffHEG loss 186.703877:  23%|██▎       | 91/400 [58:25<3:15:56, 38.05s/it]
Epoch 91 | KGC loss: 12.605472, DiffHEG loss 186.703877:  23%|██▎       | 92/400 [58:25<3:15:20, 38.05s/it]
Epoch 92 | KGC loss: 12.388723, DiffHEG loss 186.729437:  23%|██▎       | 92/400 [59:04<3:15:20, 38.05s/it]
Epoch 92 | KGC loss: 12.388723, DiffHEG loss 186.729437:  23%|██▎       | 93/400 [59:04<3:14:44, 38.06s/it]
Epoch 93 | KGC loss: 12.466244, DiffHEG loss 186.691645:  23%|██▎       | 93/400 [59:42<3:14:44, 38.06s/it]
Epoch 93 | KGC loss: 12.466244, DiffHEG loss 186.691645:  24%|██▎       | 94/400 [59:42<3:14:19, 38.10s/it]
Epoch 94 | KGC loss: 12.345011, DiffHEG loss 186.696821:  24%|██▎       | 94/400 [1:00:20<3:14:19, 38.10s/it]
Epoch 94 | KGC loss: 12.345011, DiffHEG loss 186.696821:  24%|██▍       | 95/400 [1:00:20<3:13:51, 38.13s/it]
Epoch 95 | KGC loss: 12.367907, DiffHEG loss 186.710493:  24%|██▍       | 95/400 [1:00:58<3:13:51, 38.13s/it]
Epoch 95 | KGC loss: 12.367907, DiffHEG loss 186.710493:  24%|██▍       | 96/400 [1:00:58<3:13:02, 38.10s/it]
Epoch 96 | KGC loss: 12.484932, DiffHEG loss 186.709695:  24%|██▍       | 96/400 [1:01:36<3:13:02, 38.10s/it]
Epoch 96 | KGC loss: 12.484932, DiffHEG loss 186.709695:  24%|██▍       | 97/400 [1:01:36<3:12:22, 38.09s/it]
Epoch 97 | KGC loss: 12.561965, DiffHEG loss 186.692926:  24%|██▍       | 97/400 [1:02:14<3:12:22, 38.09s/it]
Epoch 97 | KGC loss: 12.561965, DiffHEG loss 186.692926:  24%|██▍       | 98/400 [1:02:14<3:11:32, 38.06s/it]
Epoch 98 | KGC loss: 12.425780, DiffHEG loss 186.716921:  24%|██▍       | 98/400 [1:02:52<3:11:32, 38.06s/it]
Epoch 98 | KGC loss: 12.425780, DiffHEG loss 186.716921:  25%|██▍       | 99/400 [1:02:52<3:10:49, 38.04s/it]
Epoch 99 | KGC loss: 12.566167, DiffHEG loss 186.688455:  25%|██▍       | 99/400 [1:03:30<3:10:49, 38.04s/it]
Epoch 99 | KGC loss: 12.566167, DiffHEG loss 186.688455:  25%|██▌       | 100/400 [1:03:30<3:10:11, 38.04s/it]
Epoch 100 | KGC loss: 12.796919, DiffHEG loss 186.700293:  25%|██▌       | 100/400 [1:04:08<3:10:11, 38.04s/it]
Epoch 100 | KGC loss: 12.796919, DiffHEG loss 186.700293:  25%|██▌       | 101/400 [1:04:08<3:09:32, 38.04s/it]
Epoch 101 | KGC loss: 12.655918, DiffHEG loss 186.691158:  25%|██▌       | 101/400 [1:04:46<3:09:32, 38.04s/it]
Epoch 101 | KGC loss: 12.655918, DiffHEG loss 186.691158:  26%|██▌       | 102/400 [1:04:46<3:08:57, 38.04s/it]
Epoch 102 | KGC loss: 12.429943, DiffHEG loss 186.678536:  26%|██▌       | 102/400 [1:05:24<3:08:57, 38.04s/it]
Epoch 102 | KGC loss: 12.429943, DiffHEG loss 186.678536:  26%|██▌       | 103/400 [1:05:24<3:08:10, 38.02s/it]
Epoch 103 | KGC loss: 12.331222, DiffHEG loss 186.680078:  26%|██▌       | 103/400 [1:06:02<3:08:10, 38.02s/it]
Epoch 103 | KGC loss: 12.331222, DiffHEG loss 186.680078:  26%|██▌       | 104/400 [1:06:02<3:07:35, 38.03s/it]
Epoch 104 | KGC loss: 12.213615, DiffHEG loss 186.693682:  26%|██▌       | 104/400 [1:06:40<3:07:35, 38.03s/it]
Epoch 104 | KGC loss: 12.213615, DiffHEG loss 186.693682:  26%|██▋       | 105/400 [1:06:40<3:07:00, 38.04s/it]
Epoch 105 | KGC loss: 12.186783, DiffHEG loss 186.720454:  26%|██▋       | 105/400 [1:07:18<3:07:00, 38.04s/it]
Epoch 105 | KGC loss: 12.186783, DiffHEG loss 186.720454:  26%|██▋       | 106/400 [1:07:18<3:06:25, 38.05s/it]
Epoch 106 | KGC loss: 12.380428, DiffHEG loss 186.682189:  26%|██▋       | 106/400 [1:07:56<3:06:25, 38.05s/it]
Epoch 106 | KGC loss: 12.380428, DiffHEG loss 186.682189:  27%|██▋       | 107/400 [1:07:56<3:05:41, 38.03s/it]
Epoch 107 | KGC loss: 12.264139, DiffHEG loss 186.684453:  27%|██▋       | 107/400 [1:08:34<3:05:41, 38.03s/it]
Epoch 107 | KGC loss: 12.264139, DiffHEG loss 186.684453:  27%|██▋       | 108/400 [1:08:34<3:05:02, 38.02s/it]
Epoch 108 | KGC loss: 12.107408, DiffHEG loss 186.684995:  27%|██▋       | 108/400 [1:09:12<3:05:02, 38.02s/it]
Epoch 108 | KGC loss: 12.107408, DiffHEG loss 186.684995:  27%|██▋       | 109/400 [1:09:12<3:04:28, 38.04s/it]
Epoch 109 | KGC loss: 12.145287, DiffHEG loss 186.675875:  27%|██▋       | 109/400 [1:09:50<3:04:28, 38.04s/it]
Epoch 109 | KGC loss: 12.145287, DiffHEG loss 186.675875:  28%|██▊       | 110/400 [1:09:50<3:03:53, 38.04s/it]
Epoch 110 | KGC loss: 12.388497, DiffHEG loss 186.672173:  28%|██▊       | 110/400 [1:10:29<3:03:53, 38.04s/it]
Epoch 110 | KGC loss: 12.388497, DiffHEG loss 186.672173:  28%|██▊       | 111/400 [1:10:29<3:03:29, 38.09s/it]
Epoch 111 | KGC loss: 12.286719, DiffHEG loss 186.668216:  28%|██▊       | 111/400 [1:11:07<3:03:29, 38.09s/it]
Epoch 111 | KGC loss: 12.286719, DiffHEG loss 186.668216:  28%|██▊       | 112/400 [1:11:07<3:02:48, 38.09s/it]
Epoch 112 | KGC loss: 12.128882, DiffHEG loss 186.650067:  28%|██▊       | 112/400 [1:11:45<3:02:48, 38.09s/it]
Epoch 112 | KGC loss: 12.128882, DiffHEG loss 186.650067:  28%|██▊       | 113/400 [1:11:45<3:02:21, 38.12s/it]
Epoch 113 | KGC loss: 12.226338, DiffHEG loss 186.644362:  28%|██▊       | 113/400 [1:12:23<3:02:21, 38.12s/it]
Epoch 113 | KGC loss: 12.226338, DiffHEG loss 186.644362:  28%|██▊       | 114/400 [1:12:23<3:01:38, 38.11s/it]
Epoch 114 | KGC loss: 12.362286, DiffHEG loss 186.644343:  28%|██▊       | 114/400 [1:13:01<3:01:38, 38.11s/it]
Epoch 114 | KGC loss: 12.362286, DiffHEG loss 186.644343:  29%|██▉       | 115/400 [1:13:01<3:01:09, 38.14s/it]
Epoch 115 | KGC loss: 12.219878, DiffHEG loss 186.616795:  29%|██▉       | 115/400 [1:13:39<3:01:09, 38.14s/it]
Epoch 115 | KGC loss: 12.219878, DiffHEG loss 186.616795:  29%|██▉       | 116/400 [1:13:39<3:00:37, 38.16s/it]
Epoch 116 | KGC loss: 12.096542, DiffHEG loss 186.628014:  29%|██▉       | 116/400 [1:14:18<3:00:37, 38.16s/it]
Epoch 116 | KGC loss: 12.096542, DiffHEG loss 186.628014:  29%|██▉       | 117/400 [1:14:18<3:00:03, 38.17s/it]
Epoch 117 | KGC loss: 12.205444, DiffHEG loss 186.586405:  29%|██▉       | 117/400 [1:14:56<3:00:03, 38.17s/it]
Epoch 117 | KGC loss: 12.205444, DiffHEG loss 186.586405:  30%|██▉       | 118/400 [1:14:56<2:59:27, 38.18s/it]
Epoch 118 | KGC loss: 12.071734, DiffHEG loss 186.588143:  30%|██▉       | 118/400 [1:15:34<2:59:27, 38.18s/it]
Epoch 118 | KGC loss: 12.071734, DiffHEG loss 186.588143:  30%|██▉       | 119/400 [1:15:34<2:58:51, 38.19s/it]
Epoch 119 | KGC loss: 12.120276, DiffHEG loss 186.546115:  30%|██▉       | 119/400 [1:16:12<2:58:51, 38.19s/it]
Epoch 119 | KGC loss: 12.120276, DiffHEG loss 186.546115:  30%|███       | 120/400 [1:16:12<2:58:15, 38.20s/it]
Epoch 120 | KGC loss: 12.148922, DiffHEG loss 186.810564:  30%|███       | 120/400 [1:16:50<2:58:15, 38.20s/it]
Epoch 120 | KGC loss: 12.148922, DiffHEG loss 186.810564:  30%|███       | 121/400 [1:16:50<2:57:36, 38.20s/it]
Epoch 121 | KGC loss: 12.161105, DiffHEG loss 187.269787:  30%|███       | 121/400 [1:17:28<2:57:36, 38.20s/it]
Epoch 121 | KGC loss: 12.161105, DiffHEG loss 187.269787:  30%|███       | 122/400 [1:17:28<2:56:38, 38.12s/it]
Epoch 122 | KGC loss: 12.050699, DiffHEG loss 186.694262:  30%|███       | 122/400 [1:18:06<2:56:38, 38.12s/it]
Epoch 122 | KGC loss: 12.050699, DiffHEG loss 186.694262:  31%|███       | 123/400 [1:18:06<2:55:39, 38.05s/it]
Epoch 123 | KGC loss: 12.155099, DiffHEG loss 186.686733:  31%|███       | 123/400 [1:18:44<2:55:39, 38.05s/it]
Epoch 123 | KGC loss: 12.155099, DiffHEG loss 186.686733:  31%|███       | 124/400 [1:18:44<2:54:46, 38.00s/it]
Epoch 124 | KGC loss: 12.094551, DiffHEG loss 186.695556:  31%|███       | 124/400 [1:19:22<2:54:46, 38.00s/it]
Epoch 124 | KGC loss: 12.094551, DiffHEG loss 186.695556:  31%|███▏      | 125/400 [1:19:22<2:53:57, 37.95s/it]
Epoch 125 | KGC loss: 12.195865, DiffHEG loss 186.686590:  31%|███▏      | 125/400 [1:20:00<2:53:57, 37.95s/it]
Epoch 125 | KGC loss: 12.195865, DiffHEG loss 186.686590:  32%|███▏      | 126/400 [1:20:00<2:53:11, 37.93s/it]
Epoch 126 | KGC loss: 12.097642, DiffHEG loss 186.698256:  32%|███▏      | 126/400 [1:20:38<2:53:11, 37.93s/it]
Epoch 126 | KGC loss: 12.097642, DiffHEG loss 186.698256:  32%|███▏      | 127/400 [1:20:38<2:52:40, 37.95s/it]
Epoch 127 | KGC loss: 12.237629, DiffHEG loss 186.691888:  32%|███▏      | 127/400 [1:21:16<2:52:40, 37.95s/it]
Epoch 127 | KGC loss: 12.237629, DiffHEG loss 186.691888:  32%|███▏      | 128/400 [1:21:16<2:51:57, 37.93s/it]
Epoch 128 | KGC loss: 12.264398, DiffHEG loss 186.702178:  32%|███▏      | 128/400 [1:21:54<2:51:57, 37.93s/it]
Epoch 128 | KGC loss: 12.264398, DiffHEG loss 186.702178:  32%|███▏      | 129/400 [1:21:54<2:51:14, 37.91s/it]
Epoch 129 | KGC loss: 12.345829, DiffHEG loss 186.701585:  32%|███▏      | 129/400 [1:22:31<2:51:14, 37.91s/it]
Epoch 129 | KGC loss: 12.345829, DiffHEG loss 186.701585:  32%|███▎      | 130/400 [1:22:31<2:50:35, 37.91s/it]
Epoch 130 | KGC loss: 12.199683, DiffHEG loss 186.703048:  32%|███▎      | 130/400 [1:23:09<2:50:35, 37.91s/it]
Epoch 130 | KGC loss: 12.199683, DiffHEG loss 186.703048:  33%|███▎      | 131/400 [1:23:09<2:49:54, 37.90s/it]
Epoch 131 | KGC loss: 12.238897, DiffHEG loss 186.680239:  33%|███▎      | 131/400 [1:23:47<2:49:54, 37.90s/it]
Epoch 131 | KGC loss: 12.238897, DiffHEG loss 186.680239:  33%|███▎      | 132/400 [1:23:47<2:49:22, 37.92s/it]
Epoch 132 | KGC loss: 12.119437, DiffHEG loss 186.720070:  33%|███▎      | 132/400 [1:24:25<2:49:22, 37.92s/it]
Epoch 132 | KGC loss: 12.119437, DiffHEG loss 186.720070:  33%|███▎      | 133/400 [1:24:25<2:48:49, 37.94s/it]
Epoch 133 | KGC loss: 12.273439, DiffHEG loss 186.684031:  33%|███▎      | 133/400 [1:25:03<2:48:49, 37.94s/it]
Epoch 133 | KGC loss: 12.273439, DiffHEG loss 186.684031:  34%|███▎      | 134/400 [1:25:03<2:48:06, 37.92s/it]
Epoch 134 | KGC loss: 12.189033, DiffHEG loss 186.677364:  34%|███▎      | 134/400 [1:25:41<2:48:06, 37.92s/it]
Epoch 134 | KGC loss: 12.189033, DiffHEG loss 186.677364:  34%|███▍      | 135/400 [1:25:41<2:47:29, 37.92s/it]
Epoch 135 | KGC loss: 12.285007, DiffHEG loss 186.681637:  34%|███▍      | 135/400 [1:26:19<2:47:29, 37.92s/it]
Epoch 135 | KGC loss: 12.285007, DiffHEG loss 186.681637:  34%|███▍      | 136/400 [1:26:19<2:46:52, 37.93s/it]
Epoch 136 | KGC loss: 12.215092, DiffHEG loss 186.683552:  34%|███▍      | 136/400 [1:26:57<2:46:52, 37.93s/it]
Epoch 136 | KGC loss: 12.215092, DiffHEG loss 186.683552:  34%|███▍      | 137/400 [1:26:57<2:46:10, 37.91s/it]
Epoch 137 | KGC loss: 12.272090, DiffHEG loss 186.685049:  34%|███▍      | 137/400 [1:27:35<2:46:10, 37.91s/it]
Epoch 137 | KGC loss: 12.272090, DiffHEG loss 186.685049:  34%|███▍      | 138/400 [1:27:35<2:45:30, 37.90s/it]
Epoch 138 | KGC loss: 12.156080, DiffHEG loss 186.682886:  34%|███▍      | 138/400 [1:28:13<2:45:30, 37.90s/it]
Epoch 138 | KGC loss: 12.156080, DiffHEG loss 186.682886:  35%|███▍      | 139/400 [1:28:13<2:44:55, 37.92s/it]
Epoch 139 | KGC loss: 12.334359, DiffHEG loss 186.682364:  35%|███▍      | 139/400 [1:28:51<2:44:55, 37.92s/it]
Epoch 139 | KGC loss: 12.334359, DiffHEG loss 186.682364:  35%|███▌      | 140/400 [1:28:51<2:44:22, 37.93s/it]
Epoch 140 | KGC loss: 12.335442, DiffHEG loss 186.689030:  35%|███▌      | 140/400 [1:29:29<2:44:22, 37.93s/it]
Epoch 140 | KGC loss: 12.335442, DiffHEG loss 186.689030:  35%|███▌      | 141/400 [1:29:29<2:43:39, 37.91s/it]
Epoch 141 | KGC loss: 12.331834, DiffHEG loss 186.678343:  35%|███▌      | 141/400 [1:30:06<2:43:39, 37.91s/it]
Epoch 141 | KGC loss: 12.331834, DiffHEG loss 186.678343:  36%|███▌      | 142/400 [1:30:06<2:42:59, 37.91s/it]
Epoch 142 | KGC loss: 12.310702, DiffHEG loss 186.667392:  36%|███▌      | 142/400 [1:30:44<2:42:59, 37.91s/it]
Epoch 142 | KGC loss: 12.310702, DiffHEG loss 186.667392:  36%|███▌      | 143/400 [1:30:44<2:42:21, 37.91s/it]
Epoch 143 | KGC loss: 12.420712, DiffHEG loss 186.681154:  36%|███▌      | 143/400 [1:31:22<2:42:21, 37.91s/it]
Epoch 143 | KGC loss: 12.420712, DiffHEG loss 186.681154:  36%|███▌      | 144/400 [1:31:22<2:41:43, 37.90s/it]
Epoch 144 | KGC loss: 12.289921, DiffHEG loss 186.689495:  36%|███▌      | 144/400 [1:32:00<2:41:43, 37.90s/it]
Epoch 144 | KGC loss: 12.289921, DiffHEG loss 186.689495:  36%|███▋      | 145/400 [1:32:00<2:41:06, 37.91s/it]
Epoch 145 | KGC loss: 12.399342, DiffHEG loss 186.674980:  36%|███▋      | 145/400 [1:32:38<2:41:06, 37.91s/it]
Epoch 145 | KGC loss: 12.399342, DiffHEG loss 186.674980:  36%|███▋      | 146/400 [1:32:38<2:40:33, 37.93s/it]
