train_dhns_rotate.py:857: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_img_emb = torch.load(visual_path)
train_dhns_rotate.py:858: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_text_emb = torch.load(textual_path)
Experiment config | model=AdvMixRotatE | dataset=MKG-W | seed=0 | ns_strategy=dhns | train_sampling_mode=cross | bern_flag=0 | dhns_use_bernoulli_normal_sampling=False | bernoulli_use_cross_sampling=False | text_mode=legacy | use_missing_mask=False | use_text_loss_gating=False | use_text_sampling_gating=False | use_soft_missing_text=False | use_side_aware_missing_text=False | use_soft_missing_image=False | use_prototype_missing_text=False | use_structure_conditioned_missing_text=False | use_soft_token_text_generator_alignment=False | use_missing_aware_fusion=False | missing_text_attention_scale=1.0 | use_missingness_relation_expert=False | expert_hidden_dim=128 | expert_num=2 | use_branch_local_relation_gate=False | branch_gate_hidden_dim=64 | debug_fusion_sanity=False | use_learnable_missing_text_gate=False | use_oracle_restore_injected_text=False | test_only=False | use_missing_aware_joint_scoring=False | use_masked_fixed_denominator_joint_scoring=False | use_availability_router=False | availability_router_mode=query_masked_softmax | availability_router_eps=1e-06 | use_missing_aware_conditioning=False | use_missing_aware_film_conditioning=False | use_learned_reliability_conditioning=False | debug_joint_scoring_sanity=False | debug_missing_aware_joint_scoring=False | debug_missing_aware_joint_scoring_batches=3 | debug_reliability=False | debug_reliability_batches=3 | inject_text_missing_rate=0.3 | simulate_native_text_missing_rate=0.0 | inject_image_missing_rate=0.0 | use_missing_text_aux_loss=False | missing_text_aux_weight=0.1 | pseudo_missing_prob=0.0 | missing_sample_weight=1.0 | use_entity_specific_missing_text=False | use_retrieval_missing_text=False | retrieval_topk=5 | retrieval_pool_size=512 | retrieval_source=entity_embedding_knn | retrieval_mix_weight=1.0 | use_retrieval_confidence_calibration=False | retrieval_confidence_type=mean_topk_similarity | retrieval_confidence_min=0.1 | retrieval_confidence_max=1.0 | use_cross_modal_text_imputer=False | text_imputer_hidden_dim=256 | text_imputer_residual_weight=0.05 | text_imputer_rec_weight=0.01 | text_imputer_nce_weight=0.01 | text_imputer_temperature=0.07 | use_confidence_gated_retrieval=False | retrieval_gate_type=similarity_based | retrieval_gate_min=0.0 | retrieval_gate_max=1.0 | use_relation_aware_retrieval=False | min_relation_pool_size=32 | relation_retrieval_fallback=global_text_pool | entity_specific_missing_text_recon_weight=0.0 | use_missing_text_consistency=False | consistency_prob=0.1 | consistency_lambda=0.05 | use_missing_text_token_scale=False
Injected text missingness summary:
  requested_additional_missing_rate: 30.0000%
  applied_additional_missing_rate: 30.0021%
  available_text_before_injection: 14149
  additionally_masked_text_entities: 4245
Embedding missingness summary:
  num_entities: 15000
  missing_text_count: 5096 (33.9733%)
  missing_image_count: 537 (3.5800%)
Resolved training hyperparameters | rotate_dim=512 | rotate_margin=6.000000 | rotate_epsilon=2.000000 | train_times=400 | batch_size=2000 | num_batches=17 | neg_ent=64 | alpha=0.00200000 | lrg=0.00200000 | mu=0.010000 | g_epoch=10
Resolved text configuration | text_mode=legacy | active_modalities=structural,visual,text | modality_count=3
Finish initializing...

  0%|          | 0/400 [00:00<?, ?it/s]
Epoch 0 | KGC loss: 380.165840, DiffHEG loss 127.710613:   0%|          | 0/400 [00:15<?, ?it/s]
Epoch 0 | KGC loss: 380.165840, DiffHEG loss 127.710613:   0%|          | 1/400 [00:15<1:41:12, 15.22s/it]
Epoch 1 | KGC loss: 14.281333, DiffHEG loss 84.090314:   0%|          | 1/400 [00:30<1:41:12, 15.22s/it]  
Epoch 1 | KGC loss: 14.281333, DiffHEG loss 84.090314:   0%|          | 2/400 [00:30<1:39:57, 15.07s/it]
Epoch 2 | KGC loss: 8.083641, DiffHEG loss 81.796136:   0%|          | 2/400 [00:45<1:39:57, 15.07s/it] 
Epoch 2 | KGC loss: 8.083641, DiffHEG loss 81.796136:   1%|          | 3/400 [00:45<1:39:26, 15.03s/it]
Epoch 3 | KGC loss: 5.585921, DiffHEG loss 81.494062:   1%|          | 3/400 [01:00<1:39:26, 15.03s/it]
Epoch 3 | KGC loss: 5.585921, DiffHEG loss 81.494062:   1%|          | 4/400 [01:00<1:38:59, 15.00s/it]
Epoch 4 | KGC loss: 4.123675, DiffHEG loss 81.684198:   1%|          | 4/400 [01:15<1:38:59, 15.00s/it]
Epoch 4 | KGC loss: 4.123675, DiffHEG loss 81.684198:   1%|▏         | 5/400 [01:15<1:38:40, 14.99s/it]
Epoch 5 | KGC loss: 3.484796, DiffHEG loss 81.485490:   1%|▏         | 5/400 [01:30<1:38:40, 14.99s/it]
Epoch 5 | KGC loss: 3.484796, DiffHEG loss 81.485490:   2%|▏         | 6/400 [01:30<1:38:23, 14.98s/it]
Epoch 6 | KGC loss: 2.958862, DiffHEG loss 81.556163:   2%|▏         | 6/400 [01:45<1:38:23, 14.98s/it]
Epoch 6 | KGC loss: 2.958862, DiffHEG loss 81.556163:   2%|▏         | 7/400 [01:45<1:38:08, 14.98s/it]
Epoch 66 | KGC loss: 1.810847, DiffHEG loss 81.389755:  17%|█▋        | 67/400 [16:42<1:22:39, 14.89s/it]
Epoch 67 | KGC loss: 1.841696, DiffHEG loss 81.405202:  17%|█▋        | 67/400 [16:57<1:22:39, 14.89s/it]
Epoch 67 | KGC loss: 1.841696, DiffHEG loss 81.405202:  17%|█▋        | 68/400 [16:57<1:22:22, 14.89s/it]
Epoch 68 | KGC loss: 1.803591, DiffHEG loss 81.403249:  17%|█▋        | 68/400 [17:12<1:22:22, 14.89s/it]
Epoch 68 | KGC loss: 1.803591, DiffHEG loss 81.403249:  17%|█▋        | 69/400 [17:12<1:22:07, 14.89s/it]
Epoch 69 | KGC loss: 1.814989, DiffHEG loss 81.401934:  17%|█▋        | 69/400 [17:27<1:22:07, 14.89s/it]
Epoch 69 | KGC loss: 1.814989, DiffHEG loss 81.401934:  18%|█▊        | 70/400 [17:27<1:21:53, 14.89s/it]
Epoch 70 | KGC loss: 1.772655, DiffHEG loss 81.386450:  18%|█▊        | 70/400 [17:42<1:21:53, 14.89s/it]
Epoch 70 | KGC loss: 1.772655, DiffHEG loss 81.386450:  18%|█▊        | 71/400 [17:42<1:21:35, 14.88s/it]
Epoch 71 | KGC loss: 1.815164, DiffHEG loss 81.390907:  18%|█▊        | 71/400 [17:57<1:21:35, 14.88s/it]
Epoch 71 | KGC loss: 1.815164, DiffHEG loss 81.390907:  18%|█▊        | 72/400 [17:57<1:21:21, 14.88s/it]
Epoch 72 | KGC loss: 1.763894, DiffHEG loss 81.384280:  18%|█▊        | 72/400 [18:12<1:21:21, 14.88s/it]
Epoch 72 | KGC loss: 1.763894, DiffHEG loss 81.384280:  18%|█▊        | 73/400 [18:12<1:21:07, 14.88s/it]
Epoch 73 | KGC loss: 1.801762, DiffHEG loss 81.395076:  18%|█▊        | 73/400 [18:27<1:21:07, 14.88s/it]
Epoch 73 | KGC loss: 1.801762, DiffHEG loss 81.395076:  18%|█▊        | 74/400 [18:27<1:20:51, 14.88s/it]
Epoch 74 | KGC loss: 1.766861, DiffHEG loss 81.400101:  18%|█▊        | 74/400 [18:41<1:20:51, 14.88s/it]
Epoch 74 | KGC loss: 1.766861, DiffHEG loss 81.400101:  19%|█▉        | 75/400 [18:41<1:20:34, 14.88s/it]
Epoch 75 | KGC loss: 1.796222, DiffHEG loss 81.398612:  19%|█▉        | 75/400 [18:56<1:20:34, 14.88s/it]
Epoch 75 | KGC loss: 1.796222, DiffHEG loss 81.398612:  19%|█▉        | 76/400 [18:56<1:20:21, 14.88s/it]
Epoch 76 | KGC loss: 1.754066, DiffHEG loss 81.390854:  19%|█▉        | 76/400 [19:11<1:20:21, 14.88s/it]
Epoch 76 | KGC loss: 1.754066, DiffHEG loss 81.390854:  19%|█▉        | 77/400 [19:11<1:20:09, 14.89s/it]
Epoch 77 | KGC loss: 1.800788, DiffHEG loss 81.392796:  19%|█▉        | 77/400 [19:26<1:20:09, 14.89s/it]
Epoch 77 | KGC loss: 1.800788, DiffHEG loss 81.392796:  20%|█▉        | 78/400 [19:26<1:19:53, 14.89s/it]
Epoch 78 | KGC loss: 1.766867, DiffHEG loss 81.407000:  20%|█▉        | 78/400 [19:41<1:19:53, 14.89s/it]
Epoch 78 | KGC loss: 1.766867, DiffHEG loss 81.407000:  20%|█▉        | 79/400 [19:41<1:19:37, 14.88s/it]
Epoch 79 | KGC loss: 1.811205, DiffHEG loss 81.389516:  20%|█▉        | 79/400 [19:56<1:19:37, 14.88s/it]
Epoch 79 | KGC loss: 1.811205, DiffHEG loss 81.389516:  20%|██        | 80/400 [19:56<1:19:24, 14.89s/it]
Epoch 80 | KGC loss: 1.760194, DiffHEG loss 81.400048:  20%|██        | 80/400 [20:11<1:19:24, 14.89s/it]
Epoch 80 | KGC loss: 1.760194, DiffHEG loss 81.400048:  20%|██        | 81/400 [20:11<1:19:07, 14.88s/it]
Epoch 81 | KGC loss: 1.771865, DiffHEG loss 81.396514:  20%|██        | 81/400 [20:26<1:19:07, 14.88s/it]
Epoch 81 | KGC loss: 1.771865, DiffHEG loss 81.396514:  20%|██        | 82/400 [20:26<1:18:51, 14.88s/it]
Epoch 82 | KGC loss: 1.740728, DiffHEG loss 81.395310:  20%|██        | 82/400 [20:41<1:18:51, 14.88s/it]
Epoch 82 | KGC loss: 1.740728, DiffHEG loss 81.395310:  21%|██        | 83/400 [20:41<1:18:35, 14.88s/it]
Epoch 83 | KGC loss: 1.769738, DiffHEG loss 81.398038:  21%|██        | 83/400 [20:55<1:18:35, 14.88s/it]
Epoch 83 | KGC loss: 1.769738, DiffHEG loss 81.398038:  21%|██        | 84/400 [20:55<1:18:20, 14.87s/it]
Epoch 84 | KGC loss: 1.740310, DiffHEG loss 81.394531:  21%|██        | 84/400 [21:10<1:18:20, 14.87s/it]
Epoch 84 | KGC loss: 1.740310, DiffHEG loss 81.394531:  21%|██▏       | 85/400 [21:10<1:18:05, 14.87s/it]
Epoch 85 | KGC loss: 1.778236, DiffHEG loss 81.390612:  21%|██▏       | 85/400 [21:25<1:18:05, 14.87s/it]
Epoch 85 | KGC loss: 1.778236, DiffHEG loss 81.390612:  22%|██▏       | 86/400 [21:25<1:17:50, 14.87s/it]
Epoch 86 | KGC loss: 1.749454, DiffHEG loss 81.384979:  22%|██▏       | 86/400 [21:40<1:17:50, 14.87s/it]
Epoch 86 | KGC loss: 1.749454, DiffHEG loss 81.384979:  22%|██▏       | 87/400 [21:40<1:17:34, 14.87s/it]
Epoch 87 | KGC loss: 1.770370, DiffHEG loss 81.387400:  22%|██▏       | 87/400 [21:55<1:17:34, 14.87s/it]
Epoch 87 | KGC loss: 1.770370, DiffHEG loss 81.387400:  22%|██▏       | 88/400 [21:55<1:17:19, 14.87s/it]
Epoch 88 | KGC loss: 1.723309, DiffHEG loss 81.392704:  22%|██▏       | 88/400 [22:10<1:17:19, 14.87s/it]
Epoch 88 | KGC loss: 1.723309, DiffHEG loss 81.392704:  22%|██▏       | 89/400 [22:10<1:17:04, 14.87s/it]
Epoch 89 | KGC loss: 1.761436, DiffHEG loss 81.388913:  22%|██▏       | 89/400 [22:25<1:17:04, 14.87s/it]
Epoch 89 | KGC loss: 1.761436, DiffHEG loss 81.388913:  22%|██▎       | 90/400 [22:25<1:16:50, 14.87s/it]
Epoch 90 | KGC loss: 1.708799, DiffHEG loss 81.398897:  22%|██▎       | 90/400 [22:40<1:16:50, 14.87s/it]
Epoch 90 | KGC loss: 1.708799, DiffHEG loss 81.398897:  23%|██▎       | 91/400 [22:40<1:16:34, 14.87s/it]
Epoch 91 | KGC loss: 1.733187, DiffHEG loss 81.389177:  23%|██▎       | 91/400 [22:54<1:16:34, 14.87s/it]
Epoch 91 | KGC loss: 1.733187, DiffHEG loss 81.389177:  23%|██▎       | 92/400 [22:54<1:16:21, 14.88s/it]
Epoch 92 | KGC loss: 1.714670, DiffHEG loss 81.398049:  23%|██▎       | 92/400 [23:09<1:16:21, 14.88s/it]
Epoch 92 | KGC loss: 1.714670, DiffHEG loss 81.398049:  23%|██▎       | 93/400 [23:09<1:16:05, 14.87s/it]
Epoch 93 | KGC loss: 1.778220, DiffHEG loss 81.394404:  23%|██▎       | 93/400 [23:24<1:16:05, 14.87s/it]
Epoch 93 | KGC loss: 1.778220, DiffHEG loss 81.394404:  24%|██▎       | 94/400 [23:24<1:15:50, 14.87s/it]
Epoch 94 | KGC loss: 1.712478, DiffHEG loss 81.392616:  24%|██▎       | 94/400 [23:39<1:15:50, 14.87s/it]
Epoch 94 | KGC loss: 1.712478, DiffHEG loss 81.392616:  24%|██▍       | 95/400 [23:39<1:15:34, 14.87s/it]
Epoch 95 | KGC loss: 1.764622, DiffHEG loss 81.389312:  24%|██▍       | 95/400 [23:54<1:15:34, 14.87s/it]
Epoch 95 | KGC loss: 1.764622, DiffHEG loss 81.389312:  24%|██▍       | 96/400 [23:54<1:15:19, 14.87s/it]
Epoch 96 | KGC loss: 1.706863, DiffHEG loss 81.388395:  24%|██▍       | 96/400 [24:09<1:15:19, 14.87s/it]
Epoch 96 | KGC loss: 1.706863, DiffHEG loss 81.388395:  24%|██▍       | 97/400 [24:09<1:15:05, 14.87s/it]
Epoch 97 | KGC loss: 1.736752, DiffHEG loss 81.403246:  24%|██▍       | 97/400 [24:24<1:15:05, 14.87s/it]
Epoch 97 | KGC loss: 1.736752, DiffHEG loss 81.403246:  24%|██▍       | 98/400 [24:24<1:14:51, 14.87s/it]
Epoch 98 | KGC loss: 1.713799, DiffHEG loss 81.397985:  24%|██▍       | 98/400 [24:38<1:14:51, 14.87s/it]
Epoch 98 | KGC loss: 1.713799, DiffHEG loss 81.397985:  25%|██▍       | 99/400 [24:38<1:14:37, 14.88s/it]
Epoch 99 | KGC loss: 1.739933, DiffHEG loss 81.396029:  25%|██▍       | 99/400 [24:53<1:14:37, 14.88s/it]
Epoch 99 | KGC loss: 1.739933, DiffHEG loss 81.396029:  25%|██▌       | 100/400 [24:53<1:14:23, 14.88s/it]
Epoch 100 | KGC loss: 1.691129, DiffHEG loss 81.398117:  25%|██▌       | 100/400 [25:08<1:14:23, 14.88s/it]
Epoch 100 | KGC loss: 1.691129, DiffHEG loss 81.398117:  25%|██▌       | 101/400 [25:08<1:14:07, 14.88s/it]
Epoch 101 | KGC loss: 1.746742, DiffHEG loss 81.387224:  25%|██▌       | 101/400 [25:23<1:14:07, 14.88s/it]
Epoch 101 | KGC loss: 1.746742, DiffHEG loss 81.387224:  26%|██▌       | 102/400 [25:23<1:13:52, 14.87s/it]
Epoch 102 | KGC loss: 1.712545, DiffHEG loss 81.388742:  26%|██▌       | 102/400 [25:38<1:13:52, 14.87s/it]
Epoch 102 | KGC loss: 1.712545, DiffHEG loss 81.388742:  26%|██▌       | 103/400 [25:38<1:13:37, 14.87s/it]
Epoch 103 | KGC loss: 1.728861, DiffHEG loss 81.390573:  26%|██▌       | 103/400 [25:53<1:13:37, 14.87s/it]
Epoch 103 | KGC loss: 1.728861, DiffHEG loss 81.390573:  26%|██▌       | 104/400 [25:53<1:13:22, 14.87s/it]
Epoch 104 | KGC loss: 1.708885, DiffHEG loss 81.400735:  26%|██▌       | 104/400 [26:08<1:13:22, 14.87s/it]
Epoch 104 | KGC loss: 1.708885, DiffHEG loss 81.400735:  26%|██▋       | 105/400 [26:08<1:13:09, 14.88s/it]
Epoch 105 | KGC loss: 1.743200, DiffHEG loss 81.399773:  26%|██▋       | 105/400 [26:23<1:13:09, 14.88s/it]
Epoch 105 | KGC loss: 1.743200, DiffHEG loss 81.399773:  26%|██▋       | 106/400 [26:23<1:12:56, 14.89s/it]
Epoch 106 | KGC loss: 1.697864, DiffHEG loss 81.395881:  26%|██▋       | 106/400 [26:38<1:12:56, 14.89s/it]
Epoch 106 | KGC loss: 1.697864, DiffHEG loss 81.395881:  27%|██▋       | 107/400 [26:38<1:12:41, 14.89s/it]
Epoch 107 | KGC loss: 1.724229, DiffHEG loss 81.386549:  27%|██▋       | 107/400 [26:52<1:12:41, 14.89s/it]
Epoch 107 | KGC loss: 1.724229, DiffHEG loss 81.386549:  27%|██▋       | 108/400 [26:52<1:12:25, 14.88s/it]
Epoch 108 | KGC loss: 1.672996, DiffHEG loss 81.393247:  27%|██▋       | 108/400 [27:07<1:12:25, 14.88s/it]
Epoch 108 | KGC loss: 1.672996, DiffHEG loss 81.393247:  27%|██▋       | 109/400 [27:07<1:12:09, 14.88s/it]
Epoch 109 | KGC loss: 1.714036, DiffHEG loss 81.389208:  27%|██▋       | 109/400 [27:22<1:12:09, 14.88s/it]
Epoch 109 | KGC loss: 1.714036, DiffHEG loss 81.389208:  28%|██▊       | 110/400 [27:22<1:11:54, 14.88s/it]
Epoch 110 | KGC loss: 1.682068, DiffHEG loss 81.401792:  28%|██▊       | 110/400 [27:37<1:11:54, 14.88s/it]
Epoch 110 | KGC loss: 1.682068, DiffHEG loss 81.401792:  28%|██▊       | 111/400 [27:37<1:11:39, 14.88s/it]
Epoch 111 | KGC loss: 1.712814, DiffHEG loss 81.394863:  28%|██▊       | 111/400 [27:52<1:11:39, 14.88s/it]
Epoch 111 | KGC loss: 1.712814, DiffHEG loss 81.394863:  28%|██▊       | 112/400 [27:52<1:11:23, 14.87s/it]
Epoch 112 | KGC loss: 1.684090, DiffHEG loss 81.391178:  28%|██▊       | 112/400 [28:07<1:11:23, 14.87s/it]
Epoch 112 | KGC loss: 1.684090, DiffHEG loss 81.391178:  28%|██▊       | 113/400 [28:07<1:11:09, 14.88s/it]
Epoch 113 | KGC loss: 1.716901, DiffHEG loss 81.392951:  28%|██▊       | 113/400 [28:22<1:11:09, 14.88s/it]
Epoch 113 | KGC loss: 1.716901, DiffHEG loss 81.392951:  28%|██▊       | 114/400 [28:22<1:10:55, 14.88s/it]
Epoch 114 | KGC loss: 1.673196, DiffHEG loss 81.386793:  28%|██▊       | 114/400 [28:37<1:10:55, 14.88s/it]
Epoch 114 | KGC loss: 1.673196, DiffHEG loss 81.386793:  29%|██▉       | 115/400 [28:37<1:10:40, 14.88s/it]
Epoch 115 | KGC loss: 1.701503, DiffHEG loss 81.387300:  29%|██▉       | 115/400 [28:51<1:10:40, 14.88s/it]
Epoch 115 | KGC loss: 1.701503, DiffHEG loss 81.387300:  29%|██▉       | 116/400 [28:51<1:10:27, 14.88s/it]
Epoch 116 | KGC loss: 1.662813, DiffHEG loss 81.388903:  29%|██▉       | 116/400 [29:06<1:10:27, 14.88s/it]
Epoch 116 | KGC loss: 1.662813, DiffHEG loss 81.388903:  29%|██▉       | 117/400 [29:06<1:10:14, 14.89s/it]
Epoch 117 | KGC loss: 1.699102, DiffHEG loss 81.395491:  29%|██▉       | 117/400 [29:21<1:10:14, 14.89s/it]
Epoch 117 | KGC loss: 1.699102, DiffHEG loss 81.395491:  30%|██▉       | 118/400 [29:21<1:10:00, 14.90s/it]
Epoch 118 | KGC loss: 1.675061, DiffHEG loss 81.390069:  30%|██▉       | 118/400 [29:36<1:10:00, 14.90s/it]
Epoch 118 | KGC loss: 1.675061, DiffHEG loss 81.390069:  30%|██▉       | 119/400 [29:36<1:09:44, 14.89s/it]
Epoch 119 | KGC loss: 1.688548, DiffHEG loss 81.380699:  30%|██▉       | 119/400 [29:51<1:09:44, 14.89s/it]
Epoch 119 | KGC loss: 1.688548, DiffHEG loss 81.380699:  30%|███       | 120/400 [29:51<1:09:28, 14.89s/it]
Epoch 120 | KGC loss: 1.686593, DiffHEG loss 81.391165:  30%|███       | 120/400 [30:06<1:09:28, 14.89s/it]
Epoch 120 | KGC loss: 1.686593, DiffHEG loss 81.391165:  30%|███       | 121/400 [30:06<1:09:13, 14.89s/it]
Epoch 121 | KGC loss: 1.697468, DiffHEG loss 81.388399:  30%|███       | 121/400 [30:21<1:09:13, 14.89s/it]
Epoch 121 | KGC loss: 1.697468, DiffHEG loss 81.388399:  30%|███       | 122/400 [30:21<1:08:57, 14.88s/it]
Epoch 122 | KGC loss: 1.652993, DiffHEG loss 81.395312:  30%|███       | 122/400 [30:36<1:08:57, 14.88s/it]
Epoch 122 | KGC loss: 1.652993, DiffHEG loss 81.395312:  31%|███       | 123/400 [30:36<1:08:43, 14.89s/it]
Epoch 123 | KGC loss: 1.684166, DiffHEG loss 81.385781:  31%|███       | 123/400 [30:51<1:08:43, 14.89s/it]
Epoch 123 | KGC loss: 1.684166, DiffHEG loss 81.385781:  31%|███       | 124/400 [30:51<1:08:30, 14.89s/it]
Epoch 124 | KGC loss: 1.663860, DiffHEG loss 81.391769:  31%|███       | 124/400 [31:05<1:08:30, 14.89s/it]
Epoch 124 | KGC loss: 1.663860, DiffHEG loss 81.391769:  31%|███▏      | 125/400 [31:05<1:08:13, 14.89s/it]
Epoch 125 | KGC loss: 1.708947, DiffHEG loss 81.392043:  31%|███▏      | 125/400 [31:20<1:08:13, 14.89s/it]
Epoch 125 | KGC loss: 1.708947, DiffHEG loss 81.392043:  32%|███▏      | 126/400 [31:20<1:07:57, 14.88s/it]
Epoch 126 | KGC loss: 1.648530, DiffHEG loss 81.391940:  32%|███▏      | 126/400 [31:35<1:07:57, 14.88s/it]
Epoch 126 | KGC loss: 1.648530, DiffHEG loss 81.391940:  32%|███▏      | 127/400 [31:35<1:07:41, 14.88s/it]
Epoch 127 | KGC loss: 1.695059, DiffHEG loss 81.384583:  32%|███▏      | 127/400 [31:50<1:07:41, 14.88s/it]
Epoch 127 | KGC loss: 1.695059, DiffHEG loss 81.384583:  32%|███▏      | 128/400 [31:50<1:07:26, 14.88s/it]
Epoch 128 | KGC loss: 1.660357, DiffHEG loss 81.394161:  32%|███▏      | 128/400 [32:05<1:07:26, 14.88s/it]
Epoch 128 | KGC loss: 1.660357, DiffHEG loss 81.394161:  32%|███▏      | 129/400 [32:05<1:07:11, 14.87s/it]
Epoch 129 | KGC loss: 1.693398, DiffHEG loss 81.389073:  32%|███▏      | 129/400 [32:20<1:07:11, 14.87s/it]
Epoch 129 | KGC loss: 1.693398, DiffHEG loss 81.389073:  32%|███▎      | 130/400 [32:20<1:06:56, 14.88s/it]
Epoch 130 | KGC loss: 1.661884, DiffHEG loss 81.380585:  32%|███▎      | 130/400 [32:35<1:06:56, 14.88s/it]
Epoch 130 | KGC loss: 1.661884, DiffHEG loss 81.380585:  33%|███▎      | 131/400 [32:35<1:06:41, 14.88s/it]
Epoch 131 | KGC loss: 1.700779, DiffHEG loss 81.390208:  33%|███▎      | 131/400 [32:50<1:06:41, 14.88s/it]
Epoch 131 | KGC loss: 1.700779, DiffHEG loss 81.390208:  33%|███▎      | 132/400 [32:50<1:06:26, 14.87s/it]
Epoch 132 | KGC loss: 1.670779, DiffHEG loss 81.384959:  33%|███▎      | 132/400 [33:04<1:06:26, 14.87s/it]
Epoch 132 | KGC loss: 1.670779, DiffHEG loss 81.384959:  33%|███▎      | 133/400 [33:04<1:06:12, 14.88s/it]
Epoch 133 | KGC loss: 1.695775, DiffHEG loss 81.376075:  33%|███▎      | 133/400 [33:19<1:06:12, 14.88s/it]
Epoch 133 | KGC loss: 1.695775, DiffHEG loss 81.376075:  34%|███▎      | 134/400 [33:19<1:05:57, 14.88s/it]
Epoch 134 | KGC loss: 1.665149, DiffHEG loss 81.397791:  34%|███▎      | 134/400 [33:34<1:05:57, 14.88s/it]
Epoch 134 | KGC loss: 1.665149, DiffHEG loss 81.397791:  34%|███▍      | 135/400 [33:34<1:05:41, 14.87s/it]
Epoch 135 | KGC loss: 1.684460, DiffHEG loss 81.397684:  34%|███▍      | 135/400 [33:49<1:05:41, 14.87s/it]
Epoch 135 | KGC loss: 1.684460, DiffHEG loss 81.397684:  34%|███▍      | 136/400 [33:49<1:05:26, 14.87s/it]
Epoch 136 | KGC loss: 1.657357, DiffHEG loss 81.388959:  34%|███▍      | 136/400 [34:04<1:05:26, 14.87s/it]
Epoch 136 | KGC loss: 1.657357, DiffHEG loss 81.388959:  34%|███▍      | 137/400 [34:04<1:05:12, 14.88s/it]
Epoch 137 | KGC loss: 1.676909, DiffHEG loss 81.399678:  34%|███▍      | 137/400 [34:19<1:05:12, 14.88s/it]
Epoch 137 | KGC loss: 1.676909, DiffHEG loss 81.399678:  34%|███▍      | 138/400 [34:19<1:04:59, 14.88s/it]
Epoch 138 | KGC loss: 1.653744, DiffHEG loss 81.386096:  34%|███▍      | 138/400 [34:34<1:04:59, 14.88s/it]
Epoch 138 | KGC loss: 1.653744, DiffHEG loss 81.386096:  35%|███▍      | 139/400 [34:34<1:04:42, 14.88s/it]
Epoch 139 | KGC loss: 1.674312, DiffHEG loss 81.393345:  35%|███▍      | 139/400 [34:49<1:04:42, 14.88s/it]
Epoch 139 | KGC loss: 1.674312, DiffHEG loss 81.393345:  35%|███▌      | 140/400 [34:49<1:04:28, 14.88s/it]
Epoch 140 | KGC loss: 1.635728, DiffHEG loss 81.396431:  35%|███▌      | 140/400 [35:03<1:04:28, 14.88s/it]
Epoch 140 | KGC loss: 1.635728, DiffHEG loss 81.396431:  35%|███▌      | 141/400 [35:03<1:04:13, 14.88s/it]
Epoch 141 | KGC loss: 1.695177, DiffHEG loss 81.394424:  35%|███▌      | 141/400 [35:18<1:04:13, 14.88s/it]
Epoch 141 | KGC loss: 1.695177, DiffHEG loss 81.394424:  36%|███▌      | 142/400 [35:18<1:03:59, 14.88s/it]
Epoch 142 | KGC loss: 1.644264, DiffHEG loss 81.384881:  36%|███▌      | 142/400 [35:33<1:03:59, 14.88s/it]
Epoch 142 | KGC loss: 1.644264, DiffHEG loss 81.384881:  36%|███▌      | 143/400 [35:33<1:03:43, 14.88s/it]
Epoch 143 | KGC loss: 1.681581, DiffHEG loss 81.390596:  36%|███▌      | 143/400 [35:48<1:03:43, 14.88s/it]
Epoch 143 | KGC loss: 1.681581, DiffHEG loss 81.390596:  36%|███▌      | 144/400 [35:48<1:03:28, 14.88s/it]
Epoch 144 | KGC loss: 1.643109, DiffHEG loss 81.388323:  36%|███▌      | 144/400 [36:03<1:03:28, 14.88s/it]
Epoch 144 | KGC loss: 1.643109, DiffHEG loss 81.388323:  36%|███▋      | 145/400 [36:03<1:03:13, 14.88s/it]
Epoch 145 | KGC loss: 1.683220, DiffHEG loss 81.379828:  36%|███▋      | 145/400 [36:18<1:03:13, 14.88s/it]
Epoch 145 | KGC loss: 1.683220, DiffHEG loss 81.379828:  36%|███▋      | 146/400 [36:18<1:02:59, 14.88s/it]
Epoch 146 | KGC loss: 1.628198, DiffHEG loss 81.395531:  36%|███▋      | 146/400 [36:33<1:02:59, 14.88s/it]
Epoch 146 | KGC loss: 1.628198, DiffHEG loss 81.395531:  37%|███▋      | 147/400 [36:33<1:02:44, 14.88s/it]
Epoch 147 | KGC loss: 1.664123, DiffHEG loss 81.393595:  37%|███▋      | 147/400 [36:48<1:02:44, 14.88s/it]
