train_dhns_rotate.py:857: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_img_emb = torch.load(visual_path)
train_dhns_rotate.py:858: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  original_text_emb = torch.load(textual_path)
Experiment config | model=AdvMixRotatE | dataset=MKG-Y | seed=0 | ns_strategy=dhns | train_sampling_mode=cross | bern_flag=0 | dhns_use_bernoulli_normal_sampling=False | bernoulli_use_cross_sampling=False | text_mode=legacy | use_missing_mask=False | use_text_loss_gating=False | use_text_sampling_gating=False | use_soft_missing_text=False | use_side_aware_missing_text=False | use_soft_missing_image=False | use_prototype_missing_text=False | use_structure_conditioned_missing_text=False | use_soft_token_text_generator_alignment=False | use_missing_aware_fusion=False | missing_text_attention_scale=1.0 | use_missingness_relation_expert=False | expert_hidden_dim=128 | expert_num=2 | use_branch_local_relation_gate=False | branch_gate_hidden_dim=64 | debug_fusion_sanity=False | use_learnable_missing_text_gate=False | use_oracle_restore_injected_text=False | test_only=False | use_missing_aware_joint_scoring=False | use_masked_fixed_denominator_joint_scoring=False | use_availability_router=False | availability_router_mode=query_masked_softmax | availability_router_eps=1e-06 | use_missing_aware_conditioning=False | use_missing_aware_film_conditioning=False | use_learned_reliability_conditioning=False | debug_joint_scoring_sanity=False | debug_missing_aware_joint_scoring=False | debug_missing_aware_joint_scoring_batches=3 | debug_reliability=False | debug_reliability_batches=3 | inject_text_missing_rate=0.3 | simulate_native_text_missing_rate=0.0 | inject_image_missing_rate=0.0 | use_missing_text_aux_loss=False | missing_text_aux_weight=0.1 | pseudo_missing_prob=0.0 | missing_sample_weight=1.0 | use_entity_specific_missing_text=False | use_retrieval_missing_text=False | retrieval_topk=5 | retrieval_pool_size=512 | retrieval_source=entity_embedding_knn | retrieval_mix_weight=1.0 | use_retrieval_confidence_calibration=False | retrieval_confidence_type=mean_topk_similarity | retrieval_confidence_min=0.1 | retrieval_confidence_max=1.0 | use_cross_modal_text_imputer=False | text_imputer_hidden_dim=256 | text_imputer_residual_weight=0.05 | text_imputer_rec_weight=0.01 | text_imputer_nce_weight=0.01 | text_imputer_temperature=0.07 | use_confidence_gated_retrieval=False | retrieval_gate_type=similarity_based | retrieval_gate_min=0.0 | retrieval_gate_max=1.0 | use_relation_aware_retrieval=False | min_relation_pool_size=32 | relation_retrieval_fallback=global_text_pool | entity_specific_missing_text_recon_weight=0.0 | use_missing_text_consistency=False | consistency_prob=0.1 | consistency_lambda=0.05 | use_missing_text_token_scale=False
Injected text missingness summary:
  requested_additional_missing_rate: 30.0000%
  applied_additional_missing_rate: 30.0016%
  available_text_before_injection: 12316
  additionally_masked_text_entities: 3695
Embedding missingness summary:
  num_entities: 15000
  missing_text_count: 6379 (42.5267%)
  missing_image_count: 756 (5.0400%)
Resolved training hyperparameters | rotate_dim=512 | rotate_margin=6.000000 | rotate_epsilon=2.000000 | train_times=400 | batch_size=2000 | num_batches=10 | neg_ent=64 | alpha=0.00200000 | lrg=0.00200000 | mu=0.010000 | g_epoch=10
Resolved text configuration | text_mode=legacy | active_modalities=structural,visual,text | modality_count=3
Finish initializing...

  0%|          | 0/400 [00:00<?, ?it/s]
Epoch 0 | KGC loss: 266.744097, DiffHEG loss 89.085552:   0%|          | 0/400 [00:09<?, ?it/s]
Epoch 0 | KGC loss: 266.744097, DiffHEG loss 89.085552:   0%|          | 1/400 [00:09<1:00:20,  9.07s/it]
Epoch 1 | KGC loss: 12.076657, DiffHEG loss 61.240208:   0%|          | 1/400 [00:17<1:00:20,  9.07s/it] 
Epoch 1 | KGC loss: 12.076657, DiffHEG loss 61.240208:   0%|          | 2/400 [00:17<59:12,  8.92s/it]  
Epoch 2 | KGC loss: 6.560883, DiffHEG loss 50.978052:   0%|          | 2/400 [00:26<59:12,  8.92s/it] 
Epoch 2 | KGC loss: 6.560883, DiffHEG loss 50.978052:   1%|          | 3/400 [00:26<58:43,  8.87s/it]
Epoch 3 | KGC loss: 4.460864, DiffHEG loss 48.566378:   1%|          | 3/400 [00:35<58:43,  8.87s/it]
Epoch 3 | KGC loss: 4.460864, DiffHEG loss 48.566378:   1%|          | 4/400 [00:35<58:24,  8.85s/it]
Epoch 4 | KGC loss: 3.163742, DiffHEG loss 48.099630:   1%|          | 4/400 [00:44<58:24,  8.85s/it]
Epoch 4 | KGC loss: 3.163742, DiffHEG loss 48.099630:   1%|▏         | 5/400 [00:44<58:08,  8.83s/it]
Epoch 5 | KGC loss: 2.357577, DiffHEG loss 47.960120:   1%|▏         | 5/400 [00:53<58:08,  8.83s/it]
Epoch 5 | KGC loss: 2.357577, DiffHEG loss 47.960120:   2%|▏         | 6/400 [00:53<57:57,  8.83s/it]
Epoch 6 | KGC loss: 1.820281, DiffHEG loss 47.911051:   2%|▏         | 6/400 [01:01<57:57,  8.83s/it]
Epoch 6 | KGC loss: 1.820281, DiffHEG loss 47.911051:   2%|▏         | 7/400 [01:01<57:46,  8.82s/it]
Epoch 68 | KGC loss: 0.450443, DiffHEG loss 47.915061:  17%|█▋        | 69/400 [10:08<48:39,  8.82s/it]
Epoch 69 | KGC loss: 0.458509, DiffHEG loss 47.923682:  17%|█▋        | 69/400 [10:17<48:39,  8.82s/it]
Epoch 69 | KGC loss: 0.458509, DiffHEG loss 47.923682:  18%|█▊        | 70/400 [10:17<48:30,  8.82s/it]
Epoch 70 | KGC loss: 0.455536, DiffHEG loss 47.907372:  18%|█▊        | 70/400 [10:26<48:30,  8.82s/it]
Epoch 70 | KGC loss: 0.455536, DiffHEG loss 47.907372:  18%|█▊        | 71/400 [10:26<48:20,  8.82s/it]
Epoch 71 | KGC loss: 0.468514, DiffHEG loss 47.895788:  18%|█▊        | 71/400 [10:34<48:20,  8.82s/it]
Epoch 71 | KGC loss: 0.468514, DiffHEG loss 47.895788:  18%|█▊        | 72/400 [10:34<48:11,  8.81s/it]
Epoch 72 | KGC loss: 0.444847, DiffHEG loss 47.866759:  18%|█▊        | 72/400 [10:43<48:11,  8.81s/it]
Epoch 72 | KGC loss: 0.444847, DiffHEG loss 47.866759:  18%|█▊        | 73/400 [10:43<48:02,  8.82s/it]
Epoch 73 | KGC loss: 0.446515, DiffHEG loss 47.909859:  18%|█▊        | 73/400 [10:52<48:02,  8.82s/it]
Epoch 73 | KGC loss: 0.446515, DiffHEG loss 47.909859:  18%|█▊        | 74/400 [10:52<47:53,  8.81s/it]
Epoch 74 | KGC loss: 0.456140, DiffHEG loss 47.934473:  18%|█▊        | 74/400 [11:01<47:53,  8.81s/it]
Epoch 74 | KGC loss: 0.456140, DiffHEG loss 47.934473:  19%|█▉        | 75/400 [11:01<47:42,  8.81s/it]
Epoch 75 | KGC loss: 0.451329, DiffHEG loss 47.908989:  19%|█▉        | 75/400 [11:10<47:42,  8.81s/it]
Epoch 75 | KGC loss: 0.451329, DiffHEG loss 47.908989:  19%|█▉        | 76/400 [11:10<47:32,  8.80s/it]
Epoch 76 | KGC loss: 0.450757, DiffHEG loss 47.914755:  19%|█▉        | 76/400 [11:18<47:32,  8.80s/it]
Epoch 76 | KGC loss: 0.450757, DiffHEG loss 47.914755:  19%|█▉        | 77/400 [11:18<47:24,  8.81s/it]
Epoch 77 | KGC loss: 0.449214, DiffHEG loss 47.901649:  19%|█▉        | 77/400 [11:27<47:24,  8.81s/it]
Epoch 77 | KGC loss: 0.449214, DiffHEG loss 47.901649:  20%|█▉        | 78/400 [11:27<47:17,  8.81s/it]
Epoch 78 | KGC loss: 0.441150, DiffHEG loss 47.903121:  20%|█▉        | 78/400 [11:36<47:17,  8.81s/it]
Epoch 78 | KGC loss: 0.441150, DiffHEG loss 47.903121:  20%|█▉        | 79/400 [11:36<47:09,  8.81s/it]
Epoch 79 | KGC loss: 0.455469, DiffHEG loss 47.900445:  20%|█▉        | 79/400 [11:45<47:09,  8.81s/it]
Epoch 79 | KGC loss: 0.455469, DiffHEG loss 47.900445:  20%|██        | 80/400 [11:45<47:00,  8.81s/it]
Epoch 80 | KGC loss: 0.442926, DiffHEG loss 47.899354:  20%|██        | 80/400 [11:54<47:00,  8.81s/it]
Epoch 80 | KGC loss: 0.442926, DiffHEG loss 47.899354:  20%|██        | 81/400 [11:54<46:51,  8.81s/it]
Epoch 81 | KGC loss: 0.441422, DiffHEG loss 47.887682:  20%|██        | 81/400 [12:03<46:51,  8.81s/it]
Epoch 81 | KGC loss: 0.441422, DiffHEG loss 47.887682:  20%|██        | 82/400 [12:03<46:43,  8.82s/it]
Epoch 82 | KGC loss: 0.439748, DiffHEG loss 47.871576:  20%|██        | 82/400 [12:11<46:43,  8.82s/it]
Epoch 82 | KGC loss: 0.439748, DiffHEG loss 47.871576:  21%|██        | 83/400 [12:11<46:34,  8.82s/it]
Epoch 83 | KGC loss: 0.427997, DiffHEG loss 48.046496:  21%|██        | 83/400 [12:20<46:34,  8.82s/it]
Epoch 83 | KGC loss: 0.427997, DiffHEG loss 48.046496:  21%|██        | 84/400 [12:20<46:24,  8.81s/it]
Epoch 84 | KGC loss: 0.449022, DiffHEG loss 47.950820:  21%|██        | 84/400 [12:29<46:24,  8.81s/it]
Epoch 84 | KGC loss: 0.449022, DiffHEG loss 47.950820:  21%|██▏       | 85/400 [12:29<46:13,  8.81s/it]
Epoch 85 | KGC loss: 0.441313, DiffHEG loss 47.954773:  21%|██▏       | 85/400 [12:38<46:13,  8.81s/it]
Epoch 85 | KGC loss: 0.441313, DiffHEG loss 47.954773:  22%|██▏       | 86/400 [12:38<46:04,  8.81s/it]
Epoch 86 | KGC loss: 0.456006, DiffHEG loss 48.012205:  22%|██▏       | 86/400 [12:47<46:04,  8.81s/it]
Epoch 86 | KGC loss: 0.456006, DiffHEG loss 48.012205:  22%|██▏       | 87/400 [12:47<45:54,  8.80s/it]
Epoch 87 | KGC loss: 0.448958, DiffHEG loss 47.982440:  22%|██▏       | 87/400 [12:55<45:54,  8.80s/it]
Epoch 87 | KGC loss: 0.448958, DiffHEG loss 47.982440:  22%|██▏       | 88/400 [12:55<45:45,  8.80s/it]
Epoch 88 | KGC loss: 0.470254, DiffHEG loss 47.953093:  22%|██▏       | 88/400 [13:04<45:45,  8.80s/it]
Epoch 88 | KGC loss: 0.470254, DiffHEG loss 47.953093:  22%|██▏       | 89/400 [13:04<45:36,  8.80s/it]
Epoch 89 | KGC loss: 0.476957, DiffHEG loss 47.933042:  22%|██▏       | 89/400 [13:13<45:36,  8.80s/it]
Epoch 89 | KGC loss: 0.476957, DiffHEG loss 47.933042:  22%|██▎       | 90/400 [13:13<45:28,  8.80s/it]
Epoch 90 | KGC loss: 0.471616, DiffHEG loss 47.932348:  22%|██▎       | 90/400 [13:22<45:28,  8.80s/it]
Epoch 90 | KGC loss: 0.471616, DiffHEG loss 47.932348:  23%|██▎       | 91/400 [13:22<45:18,  8.80s/it]
Epoch 91 | KGC loss: 0.466186, DiffHEG loss 47.922960:  23%|██▎       | 91/400 [13:31<45:18,  8.80s/it]
Epoch 91 | KGC loss: 0.466186, DiffHEG loss 47.922960:  23%|██▎       | 92/400 [13:31<45:10,  8.80s/it]
Epoch 92 | KGC loss: 0.460544, DiffHEG loss 47.918337:  23%|██▎       | 92/400 [13:39<45:10,  8.80s/it]
Epoch 92 | KGC loss: 0.460544, DiffHEG loss 47.918337:  23%|██▎       | 93/400 [13:39<45:01,  8.80s/it]
Epoch 93 | KGC loss: 0.483520, DiffHEG loss 47.924016:  23%|██▎       | 93/400 [13:48<45:01,  8.80s/it]
Epoch 93 | KGC loss: 0.483520, DiffHEG loss 47.924016:  24%|██▎       | 94/400 [13:48<44:52,  8.80s/it]
Epoch 94 | KGC loss: 0.466762, DiffHEG loss 47.926995:  24%|██▎       | 94/400 [13:57<44:52,  8.80s/it]
Epoch 94 | KGC loss: 0.466762, DiffHEG loss 47.926995:  24%|██▍       | 95/400 [13:57<44:44,  8.80s/it]
Epoch 95 | KGC loss: 0.474300, DiffHEG loss 47.922479:  24%|██▍       | 95/400 [14:06<44:44,  8.80s/it]
Epoch 95 | KGC loss: 0.474300, DiffHEG loss 47.922479:  24%|██▍       | 96/400 [14:06<44:33,  8.80s/it]
Epoch 96 | KGC loss: 0.473172, DiffHEG loss 47.923861:  24%|██▍       | 96/400 [14:15<44:33,  8.80s/it]
Epoch 96 | KGC loss: 0.473172, DiffHEG loss 47.923861:  24%|██▍       | 97/400 [14:15<44:25,  8.80s/it]
Epoch 97 | KGC loss: 0.475737, DiffHEG loss 47.915064:  24%|██▍       | 97/400 [14:23<44:25,  8.80s/it]
Epoch 97 | KGC loss: 0.475737, DiffHEG loss 47.915064:  24%|██▍       | 98/400 [14:23<44:16,  8.80s/it]
Epoch 98 | KGC loss: 0.452713, DiffHEG loss 47.918517:  24%|██▍       | 98/400 [14:32<44:16,  8.80s/it]
Epoch 98 | KGC loss: 0.452713, DiffHEG loss 47.918517:  25%|██▍       | 99/400 [14:32<44:07,  8.80s/it]
Epoch 99 | KGC loss: 0.458686, DiffHEG loss 47.926056:  25%|██▍       | 99/400 [14:41<44:07,  8.80s/it]
Epoch 99 | KGC loss: 0.458686, DiffHEG loss 47.926056:  25%|██▌       | 100/400 [14:41<43:59,  8.80s/it]
Epoch 100 | KGC loss: 0.484364, DiffHEG loss 47.930116:  25%|██▌       | 100/400 [14:50<43:59,  8.80s/it]
Epoch 100 | KGC loss: 0.484364, DiffHEG loss 47.930116:  25%|██▌       | 101/400 [14:50<43:50,  8.80s/it]
Epoch 101 | KGC loss: 0.451833, DiffHEG loss 47.908980:  25%|██▌       | 101/400 [14:59<43:50,  8.80s/it]
Epoch 101 | KGC loss: 0.451833, DiffHEG loss 47.908980:  26%|██▌       | 102/400 [14:59<43:41,  8.80s/it]
Epoch 102 | KGC loss: 0.448202, DiffHEG loss 47.909644:  26%|██▌       | 102/400 [15:07<43:41,  8.80s/it]
Epoch 102 | KGC loss: 0.448202, DiffHEG loss 47.909644:  26%|██▌       | 103/400 [15:07<43:32,  8.80s/it]
Epoch 103 | KGC loss: 0.459608, DiffHEG loss 47.914748:  26%|██▌       | 103/400 [15:16<43:32,  8.80s/it]
Epoch 103 | KGC loss: 0.459608, DiffHEG loss 47.914748:  26%|██▌       | 104/400 [15:16<43:23,  8.80s/it]
Epoch 104 | KGC loss: 0.447495, DiffHEG loss 47.918106:  26%|██▌       | 104/400 [15:25<43:23,  8.80s/it]
Epoch 104 | KGC loss: 0.447495, DiffHEG loss 47.918106:  26%|██▋       | 105/400 [15:25<43:15,  8.80s/it]
Epoch 105 | KGC loss: 0.449463, DiffHEG loss 47.917045:  26%|██▋       | 105/400 [15:34<43:15,  8.80s/it]
Epoch 105 | KGC loss: 0.449463, DiffHEG loss 47.917045:  26%|██▋       | 106/400 [15:34<43:06,  8.80s/it]
Epoch 106 | KGC loss: 0.441707, DiffHEG loss 47.909458:  26%|██▋       | 106/400 [15:43<43:06,  8.80s/it]
Epoch 106 | KGC loss: 0.441707, DiffHEG loss 47.909458:  27%|██▋       | 107/400 [15:43<42:57,  8.80s/it]
Epoch 107 | KGC loss: 0.447997, DiffHEG loss 47.902927:  27%|██▋       | 107/400 [15:51<42:57,  8.80s/it]
Epoch 107 | KGC loss: 0.447997, DiffHEG loss 47.902927:  27%|██▋       | 108/400 [15:51<42:48,  8.80s/it]
Epoch 108 | KGC loss: 0.433174, DiffHEG loss 47.917239:  27%|██▋       | 108/400 [16:00<42:48,  8.80s/it]
Epoch 108 | KGC loss: 0.433174, DiffHEG loss 47.917239:  27%|██▋       | 109/400 [16:00<42:39,  8.80s/it]
Epoch 109 | KGC loss: 0.455445, DiffHEG loss 47.910125:  27%|██▋       | 109/400 [16:09<42:39,  8.80s/it]
Epoch 109 | KGC loss: 0.455445, DiffHEG loss 47.910125:  28%|██▊       | 110/400 [16:09<42:31,  8.80s/it]
Epoch 110 | KGC loss: 0.446814, DiffHEG loss 47.909899:  28%|██▊       | 110/400 [16:18<42:31,  8.80s/it]
Epoch 110 | KGC loss: 0.446814, DiffHEG loss 47.909899:  28%|██▊       | 111/400 [16:18<42:22,  8.80s/it]
Epoch 111 | KGC loss: 0.460350, DiffHEG loss 47.905803:  28%|██▊       | 111/400 [16:27<42:22,  8.80s/it]
Epoch 111 | KGC loss: 0.460350, DiffHEG loss 47.905803:  28%|██▊       | 112/400 [16:27<42:14,  8.80s/it]
Epoch 112 | KGC loss: 0.441322, DiffHEG loss 47.898849:  28%|██▊       | 112/400 [16:35<42:14,  8.80s/it]
Epoch 112 | KGC loss: 0.441322, DiffHEG loss 47.898849:  28%|██▊       | 113/400 [16:35<42:04,  8.80s/it]
Epoch 113 | KGC loss: 0.430242, DiffHEG loss 47.909329:  28%|██▊       | 113/400 [16:44<42:04,  8.80s/it]
Epoch 113 | KGC loss: 0.430242, DiffHEG loss 47.909329:  28%|██▊       | 114/400 [16:44<41:55,  8.80s/it]
Epoch 114 | KGC loss: 0.428554, DiffHEG loss 47.914365:  28%|██▊       | 114/400 [16:53<41:55,  8.80s/it]
Epoch 114 | KGC loss: 0.428554, DiffHEG loss 47.914365:  29%|██▉       | 115/400 [16:53<41:46,  8.80s/it]
Epoch 115 | KGC loss: 0.419710, DiffHEG loss 47.918582:  29%|██▉       | 115/400 [17:02<41:46,  8.80s/it]
Epoch 115 | KGC loss: 0.419710, DiffHEG loss 47.918582:  29%|██▉       | 116/400 [17:02<41:38,  8.80s/it]
Epoch 116 | KGC loss: 0.458241, DiffHEG loss 47.909207:  29%|██▉       | 116/400 [17:10<41:38,  8.80s/it]
Epoch 116 | KGC loss: 0.458241, DiffHEG loss 47.909207:  29%|██▉       | 117/400 [17:10<41:29,  8.80s/it]
Epoch 117 | KGC loss: 0.445893, DiffHEG loss 47.903450:  29%|██▉       | 117/400 [17:19<41:29,  8.80s/it]
Epoch 117 | KGC loss: 0.445893, DiffHEG loss 47.903450:  30%|██▉       | 118/400 [17:19<41:20,  8.80s/it]
Epoch 118 | KGC loss: 0.434480, DiffHEG loss 47.919011:  30%|██▉       | 118/400 [17:28<41:20,  8.80s/it]
Epoch 118 | KGC loss: 0.434480, DiffHEG loss 47.919011:  30%|██▉       | 119/400 [17:28<41:13,  8.80s/it]
Epoch 119 | KGC loss: 0.443303, DiffHEG loss 47.898774:  30%|██▉       | 119/400 [17:37<41:13,  8.80s/it]
Epoch 119 | KGC loss: 0.443303, DiffHEG loss 47.898774:  30%|███       | 120/400 [17:37<41:05,  8.81s/it]
Epoch 120 | KGC loss: 0.456218, DiffHEG loss 47.902693:  30%|███       | 120/400 [17:46<41:05,  8.81s/it]
Epoch 120 | KGC loss: 0.456218, DiffHEG loss 47.902693:  30%|███       | 121/400 [17:46<40:57,  8.81s/it]
Epoch 121 | KGC loss: 0.437495, DiffHEG loss 47.902900:  30%|███       | 121/400 [17:55<40:57,  8.81s/it]
Epoch 121 | KGC loss: 0.437495, DiffHEG loss 47.902900:  30%|███       | 122/400 [17:55<40:48,  8.81s/it]
Epoch 122 | KGC loss: 0.448051, DiffHEG loss 47.904229:  30%|███       | 122/400 [18:03<40:48,  8.81s/it]
Epoch 122 | KGC loss: 0.448051, DiffHEG loss 47.904229:  31%|███       | 123/400 [18:03<40:39,  8.81s/it]
Epoch 123 | KGC loss: 0.434129, DiffHEG loss 47.889604:  31%|███       | 123/400 [18:12<40:39,  8.81s/it]
Epoch 123 | KGC loss: 0.434129, DiffHEG loss 47.889604:  31%|███       | 124/400 [18:12<40:29,  8.80s/it]
Epoch 124 | KGC loss: 0.443768, DiffHEG loss 47.900091:  31%|███       | 124/400 [18:21<40:29,  8.80s/it]
Epoch 124 | KGC loss: 0.443768, DiffHEG loss 47.900091:  31%|███▏      | 125/400 [18:21<40:20,  8.80s/it]
Epoch 125 | KGC loss: 0.445857, DiffHEG loss 47.905620:  31%|███▏      | 125/400 [18:30<40:20,  8.80s/it]
Epoch 125 | KGC loss: 0.445857, DiffHEG loss 47.905620:  32%|███▏      | 126/400 [18:30<40:11,  8.80s/it]
Epoch 126 | KGC loss: 0.435807, DiffHEG loss 47.903036:  32%|███▏      | 126/400 [18:39<40:11,  8.80s/it]
Epoch 126 | KGC loss: 0.435807, DiffHEG loss 47.903036:  32%|███▏      | 127/400 [18:39<40:02,  8.80s/it]
Epoch 127 | KGC loss: 0.419285, DiffHEG loss 47.900446:  32%|███▏      | 127/400 [18:47<40:02,  8.80s/it]
Epoch 127 | KGC loss: 0.419285, DiffHEG loss 47.900446:  32%|███▏      | 128/400 [18:47<39:52,  8.80s/it]
Epoch 128 | KGC loss: 0.430665, DiffHEG loss 47.903969:  32%|███▏      | 128/400 [18:56<39:52,  8.80s/it]
Epoch 128 | KGC loss: 0.430665, DiffHEG loss 47.903969:  32%|███▏      | 129/400 [18:56<39:44,  8.80s/it]
Epoch 129 | KGC loss: 0.432942, DiffHEG loss 47.901110:  32%|███▏      | 129/400 [19:05<39:44,  8.80s/it]
Epoch 129 | KGC loss: 0.432942, DiffHEG loss 47.901110:  32%|███▎      | 130/400 [19:05<39:35,  8.80s/it]
Epoch 130 | KGC loss: 0.425784, DiffHEG loss 47.888710:  32%|███▎      | 130/400 [19:14<39:35,  8.80s/it]
Epoch 130 | KGC loss: 0.425784, DiffHEG loss 47.888710:  33%|███▎      | 131/400 [19:14<39:26,  8.80s/it]
Epoch 131 | KGC loss: 0.422718, DiffHEG loss 47.896684:  33%|███▎      | 131/400 [19:23<39:26,  8.80s/it]
Epoch 131 | KGC loss: 0.422718, DiffHEG loss 47.896684:  33%|███▎      | 132/400 [19:23<39:17,  8.80s/it]
Epoch 132 | KGC loss: 0.434245, DiffHEG loss 47.898973:  33%|███▎      | 132/400 [19:31<39:17,  8.80s/it]
Epoch 132 | KGC loss: 0.434245, DiffHEG loss 47.898973:  33%|███▎      | 133/400 [19:31<39:08,  8.80s/it]
Epoch 133 | KGC loss: 0.427695, DiffHEG loss 47.901395:  33%|███▎      | 133/400 [19:40<39:08,  8.80s/it]
Epoch 133 | KGC loss: 0.427695, DiffHEG loss 47.901395:  34%|███▎      | 134/400 [19:40<39:01,  8.80s/it]
Epoch 134 | KGC loss: 0.437256, DiffHEG loss 47.892991:  34%|███▎      | 134/400 [19:49<39:01,  8.80s/it]
Epoch 134 | KGC loss: 0.437256, DiffHEG loss 47.892991:  34%|███▍      | 135/400 [19:49<38:52,  8.80s/it]
Epoch 135 | KGC loss: 0.416957, DiffHEG loss 47.890846:  34%|███▍      | 135/400 [19:58<38:52,  8.80s/it]
Epoch 135 | KGC loss: 0.416957, DiffHEG loss 47.890846:  34%|███▍      | 136/400 [19:58<38:43,  8.80s/it]
Epoch 136 | KGC loss: 0.424251, DiffHEG loss 47.897379:  34%|███▍      | 136/400 [20:07<38:43,  8.80s/it]
Epoch 136 | KGC loss: 0.424251, DiffHEG loss 47.897379:  34%|███▍      | 137/400 [20:07<38:35,  8.80s/it]
Epoch 137 | KGC loss: 0.410613, DiffHEG loss 47.888822:  34%|███▍      | 137/400 [20:15<38:35,  8.80s/it]
Epoch 137 | KGC loss: 0.410613, DiffHEG loss 47.888822:  34%|███▍      | 138/400 [20:15<38:26,  8.80s/it]
Epoch 138 | KGC loss: 0.434247, DiffHEG loss 47.888641:  34%|███▍      | 138/400 [20:24<38:26,  8.80s/it]
Epoch 138 | KGC loss: 0.434247, DiffHEG loss 47.888641:  35%|███▍      | 139/400 [20:24<38:18,  8.81s/it]
Epoch 139 | KGC loss: 0.426675, DiffHEG loss 47.885391:  35%|███▍      | 139/400 [20:33<38:18,  8.81s/it]
Epoch 139 | KGC loss: 0.426675, DiffHEG loss 47.885391:  35%|███▌      | 140/400 [20:33<38:09,  8.81s/it]
Epoch 140 | KGC loss: 0.426455, DiffHEG loss 47.885038:  35%|███▌      | 140/400 [20:42<38:09,  8.81s/it]
Epoch 140 | KGC loss: 0.426455, DiffHEG loss 47.885038:  35%|███▌      | 141/400 [20:42<37:59,  8.80s/it]
Epoch 141 | KGC loss: 0.429204, DiffHEG loss 47.889542:  35%|███▌      | 141/400 [20:51<37:59,  8.80s/it]
Epoch 141 | KGC loss: 0.429204, DiffHEG loss 47.889542:  36%|███▌      | 142/400 [20:51<37:50,  8.80s/it]
Epoch 142 | KGC loss: 0.436427, DiffHEG loss 47.867391:  36%|███▌      | 142/400 [20:59<37:50,  8.80s/it]
Epoch 142 | KGC loss: 0.436427, DiffHEG loss 47.867391:  36%|███▌      | 143/400 [20:59<37:41,  8.80s/it]
Epoch 143 | KGC loss: 0.436684, DiffHEG loss 47.874224:  36%|███▌      | 143/400 [21:08<37:41,  8.80s/it]
Epoch 143 | KGC loss: 0.436684, DiffHEG loss 47.874224:  36%|███▌      | 144/400 [21:08<37:32,  8.80s/it]
Epoch 144 | KGC loss: 0.452622, DiffHEG loss 47.892373:  36%|███▌      | 144/400 [21:17<37:32,  8.80s/it]
Epoch 144 | KGC loss: 0.452622, DiffHEG loss 47.892373:  36%|███▋      | 145/400 [21:17<37:23,  8.80s/it]
Epoch 145 | KGC loss: 0.426944, DiffHEG loss 47.873901:  36%|███▋      | 145/400 [21:26<37:23,  8.80s/it]
Epoch 145 | KGC loss: 0.426944, DiffHEG loss 47.873901:  36%|███▋      | 146/400 [21:26<37:15,  8.80s/it]
Epoch 146 | KGC loss: 0.443812, DiffHEG loss 47.889670:  36%|███▋      | 146/400 [21:35<37:15,  8.80s/it]
Epoch 146 | KGC loss: 0.443812, DiffHEG loss 47.889670:  37%|███▋      | 147/400 [21:35<37:07,  8.80s/it]
Epoch 147 | KGC loss: 0.438760, DiffHEG loss 47.903817:  37%|███▋      | 147/400 [21:43<37:07,  8.80s/it]
Epoch 147 | KGC loss: 0.438760, DiffHEG loss 47.903817:  37%|███▋      | 148/400 [21:43<36:57,  8.80s/it]
Epoch 148 | KGC loss: 0.422745, DiffHEG loss 47.895375:  37%|███▋      | 148/400 [21:52<36:57,  8.80s/it]
Epoch 148 | KGC loss: 0.422745, DiffHEG loss 47.895375:  37%|███▋      | 149/400 [21:52<36:47,  8.79s/it]
Epoch 149 | KGC loss: 0.430834, DiffHEG loss 47.903138:  37%|███▋      | 149/400 [22:01<36:47,  8.79s/it]
Epoch 149 | KGC loss: 0.430834, DiffHEG loss 47.903138:  38%|███▊      | 150/400 [22:01<36:38,  8.80s/it]
Epoch 150 | KGC loss: 0.417031, DiffHEG loss 47.904379:  38%|███▊      | 150/400 [22:10<36:38,  8.80s/it]
Epoch 150 | KGC loss: 0.417031, DiffHEG loss 47.904379:  38%|███▊      | 151/400 [22:10<36:29,  8.79s/it]
Epoch 151 | KGC loss: 0.417218, DiffHEG loss 47.899263:  38%|███▊      | 151/400 [22:19<36:29,  8.79s/it]
Epoch 151 | KGC loss: 0.417218, DiffHEG loss 47.899263:  38%|███▊      | 152/400 [22:19<36:21,  8.80s/it]
